r,P,payback_time
r0.01,p133000,pt11
r0.016,p133000,pt12
r0.032,p130000,pt13
r0.01,p143000,pt10
r0.005,p115000,pt13
r0.007,p119000,pt12
r0.05,p126000,pt16
r0.057,p122000,pt18
r0.023,p91000,pt19
r0.02,p101000,pt16
r0.013,p119000,pt13
r0.062,p129000,pt18
r0.055,p110000,pt21
r0.023,p113000,pt15
r0.023,p137000,pt12
r0.057,p111000,pt22
r0.016,p105000,pt15
r0.02,p129000,pt12
r0.031,p124000,pt14
r0.057,p124000,pt18
r0.005,p131000,pt11
r0.027,p125000,pt13
r0.055,p113000,pt20
r0.01,p112000,pt13
r0.052,p96000,pt26
r0.055,p133000,pt16
r0.016,p132000,pt12
r0.016,p105000,pt15
r0.028,p111000,pt16
r0.027,p119000,pt14
r0.005,p137000,pt11
r0.01,p121000,pt12
r0.02,p110000,pt15
r0.01,p121000,pt12
r0.02,p107000,pt15
r0.023,p109000,pt15
r0.015,p133000,pt12
r0.035,p125000,pt14
r0.016,p109000,pt14
r0.005,p123000,pt12
r0.045,p122000,pt16
r0.005,p113000,pt13
r0.018,p127000,pt12
r0.023,p107000,pt16
r0.023,p108000,pt15
r0.041,p108000,pt18
r0.02,p113000,pt14
r0.025,p140000,pt12
r0.016,p115000,pt14
r0.013,p114000,pt13
r0.018,p137000,pt11
r0.028,p134000,pt12
r0.038,p122000,pt15
r0.01,p119000,pt13
r0.009,p137000,pt11
r0.023,p104000,pt16
r0.02,p104000,pt16
r0.005,p119000,pt12
r0.01,p116000,pt13
r0.01,p114000,pt13
r0.043,p129000,pt15
r0.005,p136000,pt11
r0.023,p138000,pt12
r0.067,p126000,pt20
r0.027,p111000,pt15
r0.045,p124000,pt16
r0.01,p120000,pt13
r0.026,p84000,pt22
r0.02,p112000,pt14
r0.01,p129000,pt12
r0.013,p107000,pt14
r0.043,p113000,pt17
r0.045,p104000,pt20
r0.025,p108000,pt16
r0.023,p114000,pt14
r0.02,p102000,pt16
r0.02,p141000,pt11
r0.037,p114000,pt16
r0.01,p127000,pt12
r0.01,p110000,pt14
r0.02,p144000,pt11
r0.005,p123000,pt12
r0.023,p103000,pt16
r0.025,p118000,pt14
r0.01,p118000,pt13
r0.02,p132000,pt12
r0.032,p114000,pt16
r0.042,p127000,pt15
r0.025,p140000,pt12
r0.005,p128000,pt11
r0.01,p126000,pt12
r0.02,p102000,pt16
r0.042,p110000,pt18
r0.021,p119000,pt14
r0.02,p133000,pt12
r0.005,p102000,pt14
r0.02,p129000,pt12
r0.009,p111000,pt13
r0.032,p113000,pt16
r0.007,p142000,pt10
r0.042,p133000,pt14
r0.016,p117000,pt13
r0.01,p101000,pt15
r0.016,p111000,pt14
r0.005,p114000,pt13
r0.021,p103000,pt16
r0.045,p136000,pt14
r0.02,p131000,pt12
r0.005,p107000,pt14
r0.03,p99000,pt18
r0.01,p103000,pt15
r0.02,p111000,pt15
r0.02,p126000,pt13
r0.025,p126000,pt13
r0.028,p112000,pt15
r0.01,p124000,pt12
r0.037,p134000,pt13
r0.023,p127000,pt13
r0.021,p131000,pt12
r0.01,p145000,pt10
r0.01,p112000,pt13
r0.025,p121000,pt14
r0.027,p138000,pt12
r0.01,p115000,pt13
r0.057,p127000,pt17
r0.01,p129000,pt12
r0.02,p124000,pt13
r0.027,p145000,pt11
r0.013,p118000,pt13
r0.06,p119000,pt20
r0.006,p137000,pt11
r0.02,p117000,pt14
r0.023,p108000,pt15
r0.03,p127000,pt13
r0.015,p125000,pt12
r0.05,p129000,pt15
r0.027,p120000,pt14
r0.01,p126000,pt12
r0.02,p122000,pt13
r0.023,p126000,pt13
r0.018,p113000,pt14
r0.01,p110000,pt14
r0.023,p114000,pt14
r0.06,p131000,pt17
r0.057,p101000,pt26
r0.018,p124000,pt13
r0.01,p116000,pt13
r0.02,p104000,pt16
r0.013,p108000,pt14
r0.023,p103000,pt16
r0.013,p143000,pt11
r0.035,p125000,pt14
r0.013,p116000,pt13
r0.059,p122000,pt19
r0.027,p143000,pt11
r0.02,p143000,pt11
r0.01,p117000,pt13
r0.009,p100000,pt15
r0.023,p135000,pt12
r0.02,p125000,pt13
r0.02,p135000,pt12
r0.013,p112000,pt14
r0.005,p108000,pt14
r0.027,p121000,pt14
r0.02,p123000,pt13
r0.01,p119000,pt13
r0.072,p120000,pt24
r0.02,p107000,pt15
r0.023,p130000,pt12
r0.03,p126000,pt14
r0.052,p113000,pt19
r0.072,p123000,pt23
r0.016,p127000,pt12
r0.005,p131000,pt11
r0.005,p104000,pt14
r0.02,p127000,pt13
r0.042,p114000,pt17
r0.038,p129000,pt14
r0.01,p100000,pt15
r0.01,p106000,pt14
r0.03,p117000,pt15
r0.055,p108000,pt22
r0.01,p133000,pt11
r0.02,p113000,pt14
r0.005,p97000,pt15
r0.016,p121000,pt13
r0.02,p127000,pt13
r0.052,p124000,pt17
r0.032,p141000,pt12
r0.02,p112000,pt14
r0.025,p122000,pt14
r0.016,p138000,pt11
r0.05,p113000,pt19
r0.007,p134000,pt11
r0.025,p134000,pt12
r0.02,p113000,pt14
r0.042,p119000,pt16
r0.013,p128000,pt12
r0.035,p116000,pt16
r0.02,p116000,pt14
r0.023,p132000,pt12
r0.01,p113000,pt13
r0.023,p124000,pt13
r0.02,p110000,pt15
r0.01,p128000,pt12
r0.02,p137000,pt12
r0.016,p129000,pt12
r0.023,p124000,pt13
r0.045,p114000,pt18
r0.02,p113000,pt14
r0.02,p117000,pt14
r0.023,p102000,pt16
r0.016,p140000,pt11
r0.032,p127000,pt14
r0.067,p120000,pt22
r0.05,p123000,pt17
r0.023,p104000,pt16
r0.005,p104000,pt14
r0.035,p120000,pt15
r0.05,p113000,pt19
r0.023,p107000,pt16
r0.02,p102000,pt16
r0.02,p125000,pt13
r0.028,p132000,pt13
r0.02,p114000,pt14
r0.02,p118000,pt14
r0.025,p114000,pt15
r0.02,p129000,pt12
r0.035,p128000,pt14
r0.055,p132000,pt16
r0.02,p108000,pt15
r0.042,p131000,pt14
r0.005,p114000,pt13
r0.027,p109000,pt16
r0.02,p121000,pt13
r0.037,p121000,pt15
r0.06,p114000,pt21
r0.028,p109000,pt16
r0.016,p104000,pt15
r0.016,p128000,pt12
r0.016,p139000,pt11
r0.013,p122000,pt13
r0.03,p119000,pt14
r0.02,p128000,pt12
r0.01,p112000,pt13
r0.025,p119000,pt14
r0.02,p120000,pt13
r0.057,p110000,pt22
r0.01,p111000,pt14
r0.045,p142000,pt13
r0.02,p134000,pt12
r0.025,p134000,pt12
r0.02,p104000,pt16
r0.02,p129000,pt12
r0.023,p118000,pt14
r0.042,p131000,pt14
r0.02,p127000,pt13
r0.02,p119000,pt13
r0.02,p127000,pt13
r0.02,p114000,pt14
r0.023,p126000,pt13
r0.02,p120000,pt13
r0.031,p119000,pt15
r0.015,p115000,pt14
r0.023,p111000,pt15
r0.02,p132000,pt12
r0.057,p118000,pt19
r0.01,p144000,pt10
r0.01,p122000,pt12
r0.041,p125000,pt15
r0.038,p119000,pt15
r0.02,p118000,pt14
r0.02,p146000,pt11
r0.021,p130000,pt12
r0.025,p128000,pt13
r0.023,p138000,pt12
r0.025,p142000,pt11
r0.023,p105000,pt16
r0.01,p127000,pt12
r0.023,p133000,pt12
r0.032,p122000,pt14
r0.072,p110000,pt1000
r0.023,p119000,pt14
r0.023,p117000,pt14
r0.015,p136000,pt11
r0.023,p111000,pt15
r0.01,p115000,pt13
r0.065,p125000,pt19
r0.023,p111000,pt15
r0.067,p131000,pt18
r0.016,p121000,pt13
r0.055,p126000,pt17
r0.015,p113000,pt14
r0.027,p125000,pt13
r0.023,p122000,pt13
r0.005,p105000,pt14
r0.02,p131000,pt12
r0.048,p115000,pt18
r0.01,p113000,pt13
r0.015,p146000,pt11
r0.03,p120000,pt14
r0.005,p117000,pt12
r0.018,p135000,pt12
r0.021,p121000,pt13
r0.025,p134000,pt12
r0.028,p138000,pt12
r0.005,p119000,pt12
r0.045,p121000,pt16
r0.023,p133000,pt12
r0.025,p111000,pt15
r0.01,p102000,pt15
r0.05,p121000,pt17
r0.025,p114000,pt15
r0.025,p122000,pt14
r0.013,p131000,pt12
r0.016,p116000,pt13
r0.013,p129000,pt12
r0.025,p117000,pt14
r0.062,p116000,pt21
r0.025,p122000,pt14
r0.005,p116000,pt13
r0.02,p111000,pt15
r0.028,p117000,pt15
r0.03,p126000,pt14
r0.01,p113000,pt13
r0.025,p138000,pt12
r0.015,p99000,pt16
r0.02,p110000,pt15
r0.032,p136000,pt13
r0.025,p129000,pt13
r0.02,p131000,pt12
r0.02,p118000,pt14
r0.032,p124000,pt14
r0.013,p114000,pt13
r0.057,p106000,pt24
r0.005,p106000,pt14
r0.032,p118000,pt15
r0.005,p120000,pt12
r0.005,p107000,pt14
r0.01,p127000,pt12
r0.013,p152000,pt10
r0.013,p112000,pt14
r0.031,p125000,pt14
r0.057,p118000,pt19
r0.01,p135000,pt11
r0.005,p103000,pt14
r0.025,p135000,pt12
r0.023,p109000,pt15
r0.042,p113000,pt17
r0.01,p126000,pt12
r0.005,p125000,pt12
r0.02,p105000,pt15
r0.028,p131000,pt13
r0.025,p130000,pt13
r0.013,p92000,pt17
r0.005,p129000,pt11
r0.028,p131000,pt13
r0.03,p118000,pt15
r0.02,p118000,pt14
r0.02,p123000,pt13
r0.023,p118000,pt14
r0.01,p101000,pt15
r0.01,p126000,pt12
r0.05,p102000,pt22
r0.013,p130000,pt12
r0.045,p122000,pt16
r0.007,p126000,pt12
r0.018,p87000,pt19
r0.025,p114000,pt15
r0.005,p135000,pt11
r0.01,p129000,pt12
r0.02,p121000,pt13
r0.027,p120000,pt14
r0.037,p120000,pt15
r0.009,p131000,pt11
r0.045,p115000,pt17
r0.035,p90000,pt22
r0.021,p127000,pt13
r0.01,p122000,pt12
r0.013,p134000,pt11
r0.031,p113000,pt16
r0.055,p88000,pt1000
r0.02,p120000,pt13
r0.01,p121000,pt12
r0.03,p120000,pt14
r0.007,p107000,pt14
r0.02,p166000,pt9
r0.02,p122000,pt13
r0.023,p113000,pt15
r0.01,p131000,pt11
r0.01,p120000,pt13
r0.016,p130000,pt12
r0.005,p121000,pt12
r0.025,p129000,pt13
r0.032,p128000,pt13
r0.013,p128000,pt12
r0.027,p113000,pt15
r0.01,p113000,pt13
r0.042,p114000,pt17
r0.013,p127000,pt12
r0.027,p120000,pt14
r0.02,p124000,pt13
r0.043,p106000,pt19
r0.005,p136000,pt11
r0.025,p115000,pt15
r0.062,p110000,pt24
r0.025,p107000,pt16
r0.01,p114000,pt13
r0.023,p107000,pt16
r0.023,p117000,pt14
r0.023,p108000,pt15
r0.02,p121000,pt13
r0.032,p120000,pt15
r0.016,p122000,pt13
r0.02,p116000,pt14
r0.016,p119000,pt13
r0.005,p119000,pt12
r0.052,p141000,pt14
r0.01,p142000,pt11
r0.02,p125000,pt13
r0.01,p145000,pt10
r0.016,p134000,pt12
r0.016,p124000,pt13
r0.013,p119000,pt13
r0.023,p128000,pt13
r0.013,p112000,pt14
r0.013,p131000,pt12
r0.027,p113000,pt15
r0.013,p109000,pt14
r0.023,p153000,pt10
r0.01,p139000,pt11
r0.023,p121000,pt14
r0.02,p95000,pt17
r0.01,p95000,pt16
r0.01,p126000,pt12
r0.038,p127000,pt14
r0.023,p116000,pt14
r0.062,p125000,pt19
r0.01,p122000,pt12
r0.02,p139000,pt11
r0.013,p140000,pt11
r0.062,p126000,pt18
r0.06,p115000,pt21
r0.025,p108000,pt16
r0.01,p156000,pt10
r0.01,p133000,pt11
r0.023,p126000,pt13
r0.015,p127000,pt12
r0.005,p118000,pt12
r0.045,p137000,pt14
r0.01,p109000,pt14
r0.02,p108000,pt15
r0.03,p120000,pt14
r0.02,p118000,pt14
r0.027,p115000,pt15
r0.031,p136000,pt12
r0.016,p126000,pt12
r0.025,p111000,pt15
r0.01,p146000,pt10
r0.005,p116000,pt13
r0.02,p125000,pt13
r0.02,p130000,pt12
r0.02,p134000,pt12
r0.011,p122000,pt12
r0.005,p116000,pt13
r0.009,p139000,pt11
r0.023,p125000,pt13
r0.01,p111000,pt14
r0.013,p114000,pt13
r0.02,p132000,pt12
r0.01,p119000,pt13
r0.01,p109000,pt14
r0.01,p122000,pt12
r0.021,p99000,pt17
r0.023,p120000,pt14
r0.055,p104000,pt24
r0.01,p122000,pt12
r0.016,p114000,pt14
r0.052,p113000,pt19
r0.03,p123000,pt14
r0.016,p122000,pt13
r0.027,p124000,pt14
r0.01,p119000,pt13
r0.032,p132000,pt13
r0.02,p115000,pt14
r0.025,p122000,pt14
r0.01,p137000,pt11
r0.035,p114000,pt16
r0.02,p108000,pt15
r0.023,p126000,pt13
r0.016,p117000,pt13
r0.025,p115000,pt15
r0.023,p98000,pt17
r0.027,p115000,pt15
r0.02,p104000,pt16
r0.032,p121000,pt14
r0.01,p114000,pt13
r0.01,p121000,pt12
r0.02,p132000,pt12
r0.02,p141000,pt11
r0.021,p122000,pt13
r0.02,p138000,pt11
r0.02,p118000,pt14
r0.023,p121000,pt14
r0.065,p112000,pt24
r0.037,p105000,pt18
r0.02,p141000,pt11
r0.01,p125000,pt12
r0.043,p100000,pt21
r0.037,p121000,pt15
r0.02,p120000,pt13
r0.037,p123000,pt15
r0.013,p120000,pt13
r0.03,p109000,pt16
r0.025,p128000,pt13
r0.02,p105000,pt15
r0.015,p96000,pt16
r0.016,p116000,pt13
r0.013,p111000,pt14
r0.032,p108000,pt17
r0.013,p96000,pt16
r0.02,p130000,pt12
r0.005,p123000,pt12
r0.055,p121000,pt18
r0.01,p111000,pt14
r0.048,p116000,pt18
r0.013,p119000,pt13
r0.013,p127000,pt12
r0.02,p105000,pt15
r0.033,p117000,pt15
r0.031,p129000,pt13
r0.02,p103000,pt16
r0.013,p127000,pt12
r0.02,p123000,pt13
r0.065,p124000,pt20
r0.06,p110000,pt23
r0.015,p125000,pt12
r0.011,p109000,pt14
r0.01,p96000,pt16
r0.02,p138000,pt11
r0.048,p135000,pt14
r0.018,p130000,pt12
r0.01,p109000,pt14
r0.005,p112000,pt13
r0.03,p104000,pt17
r0.02,p104000,pt16
r0.02,p128000,pt12
r0.01,p114000,pt13
r0.02,p117000,pt14
r0.023,p108000,pt15
r0.03,p124000,pt14
r0.02,p114000,pt14
r0.025,p130000,pt13
r0.016,p134000,pt12
r0.03,p126000,pt14
r0.01,p96000,pt16
r0.02,p128000,pt12
r0.01,p105000,pt14
r0.05,p120000,pt17
r0.02,p118000,pt14
r0.025,p114000,pt15
r0.032,p110000,pt16
r0.02,p136000,pt12
r0.023,p119000,pt14
r0.025,p113000,pt15
r0.02,p114000,pt14
r0.03,p128000,pt13
r0.045,p110000,pt19
r0.027,p114000,pt15
r0.02,p130000,pt12
r0.031,p107000,pt17
r0.027,p115000,pt15
r0.01,p129000,pt12
r0.023,p105000,pt16
r0.01,p99000,pt15
r0.02,p127000,pt13
r0.02,p134000,pt12
r0.005,p113000,pt13
r0.005,p131000,pt11
r0.02,p109000,pt15
r0.005,p127000,pt12
r0.01,p120000,pt13
r0.052,p108000,pt21
r0.018,p132000,pt12
r0.01,p115000,pt13
r0.015,p113000,pt14
r0.023,p129000,pt13
r0.023,p104000,pt16
r0.02,p106000,pt15
r0.032,p118000,pt15
r0.023,p120000,pt14
r0.062,p117000,pt21
r0.007,p122000,pt12
r0.01,p112000,pt13
r0.02,p124000,pt13
r0.02,p102000,pt16
r0.03,p126000,pt14
r0.02,p122000,pt13
r0.015,p116000,pt13
r0.005,p104000,pt14
r0.007,p111000,pt13
r0.007,p129000,pt11
r0.016,p121000,pt13
r0.005,p109000,pt13
r0.025,p117000,pt14
r0.01,p105000,pt14
r0.032,p125000,pt14
r0.027,p120000,pt14
r0.045,p103000,pt21
r0.01,p125000,pt12
r0.01,p122000,pt12
r0.015,p122000,pt13
r0.027,p129000,pt13
r0.062,p127000,pt18
r0.025,p129000,pt13
r0.023,p111000,pt15
r0.02,p102000,pt16
r0.01,p144000,pt10
r0.02,p121000,pt13
r0.01,p123000,pt12
r0.038,p105000,pt18
r0.02,p122000,pt13
r0.016,p100000,pt16
r0.043,p155000,pt12
r0.023,p147000,pt11
r0.01,p119000,pt13
r0.02,p125000,pt13
r0.005,p140000,pt10
r0.01,p106000,pt14
r0.025,p137000,pt12
r0.01,p84000,pt18
r0.005,p103000,pt14
r0.01,p112000,pt13
r0.023,p100000,pt17
r0.005,p128000,pt11
r0.01,p129000,pt12
r0.028,p131000,pt13
r0.043,p113000,pt17
r0.045,p124000,pt16
r0.01,p102000,pt15
r0.023,p102000,pt16
r0.023,p131000,pt12
r0.027,p124000,pt14
r0.018,p126000,pt13
r0.027,p118000,pt14
r0.02,p106000,pt15
r0.025,p110000,pt15
r0.025,p120000,pt14
r0.013,p114000,pt13
r0.023,p128000,pt13
r0.02,p111000,pt15
r0.016,p125000,pt12
r0.016,p129000,pt12
r0.02,p113000,pt14
r0.055,p124000,pt17
r0.02,p129000,pt12
r0.005,p107000,pt14
r0.055,p109000,pt22
r0.025,p147000,pt11
r0.032,p122000,pt14
r0.023,p119000,pt14
r0.033,p131000,pt13
r0.005,p115000,pt13
r0.005,p128000,pt11
r0.041,p134000,pt14
r0.016,p128000,pt12
r0.015,p120000,pt13
r0.027,p112000,pt15
r0.005,p104000,pt14
r0.013,p122000,pt13
r0.01,p125000,pt12
r0.028,p110000,pt16
r0.016,p113000,pt14
r0.023,p125000,pt13
r0.027,p104000,pt17
r0.013,p106000,pt15
r0.02,p116000,pt14
r0.023,p131000,pt12
r0.028,p126000,pt13
r0.025,p134000,pt12
r0.02,p103000,pt16
r0.005,p112000,pt13
r0.043,p114000,pt17
r0.027,p110000,pt16
r0.01,p117000,pt13
r0.052,p108000,pt21
r0.06,p101000,pt28
r0.005,p113000,pt13
r0.023,p115000,pt14
r0.02,p110000,pt15
r0.013,p106000,pt15
r0.02,p105000,pt15
r0.028,p128000,pt13
r0.01,p114000,pt13
r0.023,p147000,pt11
r0.023,p118000,pt14
r0.048,p110000,pt19
r0.023,p110000,pt15
r0.025,p106000,pt16
r0.038,p114000,pt16
r0.027,p119000,pt14
r0.03,p127000,pt13
r0.025,p125000,pt13
r0.021,p132000,pt12
r0.005,p96000,pt15
r0.035,p109000,pt17
r0.062,p113000,pt23
r0.02,p126000,pt13
r0.005,p125000,pt12
r0.035,p128000,pt14
r0.037,p110000,pt17
r0.018,p131000,pt12
r0.02,p136000,pt12
r0.037,p130000,pt14
r0.02,p86000,pt20
r0.025,p119000,pt14
r0.009,p105000,pt14
r0.01,p113000,pt13
r0.065,p120000,pt21
r0.01,p107000,pt14
r0.014,p118000,pt13
r0.038,p120000,pt15
r0.035,p101000,pt19
r0.072,p133000,pt19
r0.005,p112000,pt13
r0.015,p134000,pt12
r0.005,p122000,pt12
r0.023,p128000,pt13
r0.032,p106000,pt17
r0.026,p123000,pt14
r0.027,p106000,pt16
r0.03,p108000,pt16
r0.023,p109000,pt15
r0.027,p125000,pt13
r0.015,p117000,pt13
r0.03,p113000,pt15
r0.045,p135000,pt14
r0.023,p106000,pt16
r0.02,p124000,pt13
r0.013,p138000,pt11
r0.023,p122000,pt13
r0.027,p118000,pt14
r0.023,p129000,pt13
r0.013,p134000,pt11
r0.048,p126000,pt16
r0.01,p101000,pt15
r0.023,p130000,pt12
r0.02,p107000,pt15
r0.02,p109000,pt15
r0.01,p133000,pt11
r0.062,p104000,pt27
r0.01,p128000,pt12
r0.01,p132000,pt11
r0.013,p122000,pt13
r0.02,p114000,pt14
r0.055,p105000,pt23
r0.01,p126000,pt12
r0.02,p111000,pt15
r0.025,p125000,pt13
r0.013,p85000,pt18
r0.052,p123000,pt17
r0.025,p137000,pt12
r0.016,p118000,pt13
r0.01,p115000,pt13
r0.03,p112000,pt16
r0.02,p115000,pt14
r0.023,p125000,pt13
r0.023,p109000,pt15
r0.01,p116000,pt13
r0.025,p108000,pt16
r0.023,p105000,pt16
r0.023,p132000,pt12
r0.038,p103000,pt19
r0.013,p95000,pt16
r0.027,p128000,pt13
r0.023,p124000,pt13
r0.013,p140000,pt11
r0.037,p97000,pt20
r0.03,p132000,pt13
r0.01,p112000,pt13
r0.025,p134000,pt12
r0.065,p118000,pt22
r0.01,p124000,pt12
r0.015,p114000,pt14
r0.038,p129000,pt14
r0.02,p118000,pt14
r0.013,p123000,pt12
r0.009,p122000,pt12
r0.03,p107000,pt17
r0.023,p141000,pt11
r0.007,p103000,pt14
r0.025,p128000,pt13
r0.02,p124000,pt13
r0.032,p135000,pt13
r0.016,p113000,pt14
r0.01,p109000,pt14
r0.048,p106000,pt20
r0.025,p119000,pt14
r0.01,p114000,pt13
r0.005,p116000,pt13
r0.023,p119000,pt14
r0.057,p118000,pt19
r0.02,p104000,pt16
r0.02,p136000,pt12
r0.032,p109000,pt16
r0.013,p115000,pt13
r0.072,p123000,pt23
r0.02,p79000,pt22
r0.02,p98000,pt17
r0.032,p118000,pt15
r0.028,p117000,pt15
r0.005,p120000,pt12
r0.057,p126000,pt17
r0.02,p136000,pt12
r0.023,p112000,pt15
r0.027,p113000,pt15
r0.035,p116000,pt16
r0.016,p124000,pt13
r0.01,p115000,pt13
r0.038,p102000,pt19
r0.032,p114000,pt16
r0.005,p139000,pt11
r0.005,p124000,pt12
r0.02,p134000,pt12
r0.018,p122000,pt13
r0.02,p102000,pt16
r0.023,p123000,pt13
r0.005,p114000,pt13
r0.045,p116000,pt17
r0.031,p108000,pt16
r0.023,p101000,pt17
r0.072,p115000,pt27
r0.011,p117000,pt13
r0.043,p124000,pt15
r0.02,p111000,pt15
r0.025,p120000,pt14
r0.025,p119000,pt14
r0.052,p121000,pt17
r0.013,p147000,pt10
r0.01,p99000,pt15
r0.023,p108000,pt15
r0.005,p151000,pt10
r0.014,p106000,pt15
r0.015,p113000,pt14
r0.02,p143000,pt11
r0.01,p138000,pt11
r0.01,p128000,pt12
r0.025,p128000,pt13
r0.057,p127000,pt17
r0.057,p141000,pt15
r0.01,p109000,pt14
r0.021,p111000,pt15
r0.02,p131000,pt12
r0.025,p129000,pt13
r0.02,p118000,pt14
r0.023,p100000,pt17
r0.03,p96000,pt19
r0.06,p111000,pt23
r0.035,p128000,pt14
r0.01,p92000,pt16
r0.025,p111000,pt15
r0.052,p122000,pt17
r0.072,p141000,pt17
r0.007,p120000,pt12
r0.027,p137000,pt12
r0.05,p157000,pt12
r0.023,p96000,pt18
r0.025,p102000,pt17
r0.043,p114000,pt17
r0.027,p120000,pt14
r0.025,p132000,pt12
r0.045,p107000,pt19
r0.005,p126000,pt12
r0.055,p114000,pt20
r0.01,p121000,pt12
r0.023,p124000,pt13
r0.025,p120000,pt14
r0.06,p119000,pt20
r0.057,p130000,pt16
r0.01,p114000,pt13
r0.015,p141000,pt11
r0.01,p124000,pt12
r0.06,p138000,pt15
r0.01,p117000,pt13
r0.025,p137000,pt12
r0.007,p113000,pt13
r0.02,p98000,pt17
r0.072,p107000,pt1000
r0.023,p121000,pt14
r0.02,p132000,pt12
r0.023,p99000,pt17
r0.01,p142000,pt11
r0.065,p126000,pt19
r0.01,p118000,pt13
r0.027,p111000,pt15
r0.02,p111000,pt15
r0.02,p127000,pt13
r0.023,p109000,pt15
r0.01,p125000,pt12
r0.016,p121000,pt13
r0.011,p136000,pt11
r0.02,p127000,pt13
r0.02,p109000,pt15
r0.025,p132000,pt12
r0.01,p125000,pt12
r0.02,p134000,pt12
r0.013,p121000,pt13
r0.052,p134000,pt15
r0.025,p128000,pt13
r0.06,p117000,pt20
r0.01,p114000,pt13
r0.057,p119000,pt19
r0.062,p134000,pt17
r0.016,p108000,pt15
r0.052,p111000,pt20
r0.027,p112000,pt15
r0.02,p123000,pt13
r0.016,p108000,pt15
r0.016,p115000,pt14
r0.02,p118000,pt14
r0.045,p107000,pt19
r0.016,p124000,pt13
r0.027,p112000,pt15
r0.015,p123000,pt13
r0.02,p103000,pt16
r0.032,p119000,pt15
r0.01,p115000,pt13
r0.023,p136000,pt12
r0.005,p109000,pt13
r0.013,p140000,pt11
r0.01,p119000,pt13
r0.01,p145000,pt10
r0.02,p108000,pt15
r0.055,p106000,pt23
r0.045,p130000,pt15
r0.062,p125000,pt19
r0.057,p111000,pt22
r0.03,p115000,pt15
r0.026,p125000,pt13
r0.016,p130000,pt12
r0.02,p104000,pt16
r0.01,p131000,pt11
r0.02,p123000,pt13
r0.025,p111000,pt15
r0.01,p104000,pt15
r0.016,p109000,pt14
r0.005,p98000,pt15
r0.01,p104000,pt15
r0.035,p113000,pt16
r0.023,p113000,pt15
r0.025,p104000,pt16
r0.023,p105000,pt16
r0.025,p132000,pt12
r0.052,p136000,pt15
r0.03,p85000,pt22
r0.025,p132000,pt12
r0.02,p129000,pt12
r0.062,p117000,pt21
r0.005,p113000,pt13
r0.052,p114000,pt19
r0.025,p112000,pt15
r0.02,p114000,pt14
r0.005,p113000,pt13
r0.01,p137000,pt11
r0.013,p127000,pt12
r0.057,p109000,pt22
r0.023,p131000,pt12
r0.035,p111000,pt17
r0.027,p134000,pt12
r0.02,p157000,pt10
r0.025,p133000,pt12
r0.014,p102000,pt15
r0.023,p143000,pt11
r0.018,p130000,pt12
r0.01,p131000,pt11
r0.016,p111000,pt14
r0.025,p103000,pt17
r0.021,p107000,pt15
r0.02,p125000,pt13
r0.023,p94000,pt18
r0.013,p117000,pt13
r0.027,p103000,pt17
r0.016,p126000,pt12
r0.025,p129000,pt13
r0.02,p137000,pt12
r0.045,p131000,pt14
r0.025,p110000,pt15
r0.016,p120000,pt13
r0.02,p110000,pt15
r0.06,p110000,pt23
r0.02,p139000,pt11
r0.025,p135000,pt12
r0.057,p117000,pt20
r0.027,p119000,pt14
r0.062,p112000,pt23
r0.02,p111000,pt15
r0.023,p120000,pt14
r0.03,p111000,pt16
r0.027,p129000,pt13
r0.005,p118000,pt12
r0.023,p122000,pt13
r0.02,p131000,pt12
r0.06,p104000,pt26
r0.023,p131000,pt12
r0.032,p110000,pt16
r0.013,p122000,pt13
r0.06,p125000,pt18
r0.023,p96000,pt18
r0.005,p132000,pt11
r0.005,p118000,pt12
r0.018,p118000,pt13
r0.052,p108000,pt21
r0.005,p118000,pt12
r0.057,p119000,pt19
r0.005,p108000,pt14
r0.055,p111000,pt21
r0.02,p119000,pt13
r0.025,p106000,pt16
r0.062,p125000,pt19
r0.042,p112000,pt17
r0.072,p115000,pt27
r0.055,p121000,pt18
r0.027,p115000,pt15
r0.062,p127000,pt18
r0.059,p131000,pt17
r0.01,p126000,pt12
r0.02,p126000,pt13
r0.062,p127000,pt18
r0.023,p123000,pt13
r0.02,p106000,pt15
r0.052,p126000,pt16
r0.01,p124000,pt12
r0.01,p152000,pt10
r0.005,p102000,pt14
r0.027,p122000,pt14
r0.05,p111000,pt19
r0.01,p104000,pt15
r0.025,p118000,pt14
r0.055,p127000,pt17
r0.025,p133000,pt12
r0.01,p117000,pt13
r0.021,p127000,pt13
r0.03,p100000,pt18
r0.013,p106000,pt15
r0.02,p121000,pt13
r0.06,p129000,pt17
r0.035,p134000,pt13
r0.013,p126000,pt12
r0.005,p124000,pt12
r0.01,p121000,pt12
r0.062,p116000,pt21
r0.023,p127000,pt13
r0.01,p119000,pt13
r0.015,p116000,pt13
r0.005,p129000,pt11
r0.005,p127000,pt12
r0.06,p120000,pt19
r0.062,p140000,pt15
r0.035,p137000,pt13
r0.027,p115000,pt15
r0.02,p101000,pt16
r0.025,p100000,pt17
r0.027,p105000,pt16
r0.023,p134000,pt12
r0.023,p137000,pt12
r0.018,p165000,pt9
r0.02,p130000,pt12
r0.038,p122000,pt15
r0.027,p121000,pt14
r0.01,p121000,pt12
r0.013,p122000,pt13
r0.016,p109000,pt14
r0.023,p129000,pt13
r0.023,p139000,pt12
r0.005,p113000,pt13
r0.01,p139000,pt11
